PlayerName,Points
Richard Hamilton,14
Christian Laettner,8
Courtney Alexander,4
Richard Hamilton,16
Jerry Stackhouse,18
Richard Hamilton,18
Richard Hamilton,19
Jerry Stackhouse,19
Laron Profit,3
Laron Profit,5
Richard Hamilton,22
Billy Owens,2
Corliss Williamson,8
Richard Hamilton,24
Ben Wallace,5
Ben Wallace,6
Jahidi White,3
Chucky Atkins,4
Courtney Alexander,5
Courtney Alexander,6
Ben Wallace,8
Hubert Davis,8
Joe Smith,4
Courtney Alexander,8
Chucky Atkins,5
Chucky Atkins,6
Hubert Davis,9
Hubert Davis,10
Ben Wallace,10
Richard Hamilton,26
Corliss Williamson,10
Michael Curry,2
Corliss Williamson,12
Hubert Davis,12
Jerry Stackhouse,21
Hubert Davis,15
Michael Smith,4
Richard Hamilton,27
Richard Hamilton,28
Richard Hamilton,30
Jerry Stackhouse,22
Jerry Stackhouse,23
Jerry Stackhouse,25
Corliss Williamson,13
Corliss Williamson,14
Richard Hamilton,32
Billy Owens,4
Mateen Cleaves,2
Jahidi White,5
Jahidi White,6
David Vanterpool,2
Laron Profit,6
Laron Profit,7
Jerry Stackhouse,27
Jerry Stackhouse,28
Mateen Cleaves,4
Richard Hamilton,33
Richard Hamilton,34
Jerry Stackhouse,30
Courtney Alexander,10
Christian Laettner,10
Michael Smith,6
Chucky Atkins,9
Richard Hamilton,35
Richard Hamilton,36
Jerry Stackhouse,32
Courtney Alexander,12
Richard Hamilton,38
Ben Wallace,12
Jerry Stackhouse,35
Jerry Stackhouse,36
Chucky Atkins,12
Michael Smith,7
Mateen Cleaves,5
Mateen Cleaves,6
Christian Laettner,11
Richard Hamilton,39
Richard Hamilton,40
Jerry Stackhouse,38
Courtney Alexander,14
Corliss Williamson,16
Courtney Alexander,15
Mateen Cleaves,7
Mateen Cleaves,8
Antonio Davis,1
Vince Carter,2
Chris Mihm,2
Antonio Davis,3
Wesley Person,2
Clar. Weatherspoon,2
Clar. Weatherspoon,4
Vince Carter,4
Wesley Person,4
Charles Oakley,2
Alvin Williams,2
Matt Harpring,1
Matt Harpring,2
Alvin Williams,4
Vince Carter,6
Clar. Weatherspoon,5
Vince Carter,9
Clar. Weatherspoon,7
Vince Carter,11
Chris Gatling,2
Wesley Person,7
Vince Carter,14
Matt Harpring,4
Keon Clark,2
Chris Gatling,4
Morris Peterson,2
Anthony Johnson,1
Anthony Johnson,2
Tracy Murray,2
Jerome Williams,2
Lamond Murray,2
Trajan Langdon,3
Lamond Murray,4
Keon Clark,4
Trajan Langdon,5
Trajan Langdon,6
Keon Clark,6
Trajan Langdon,9
Keon Clark,8
Keon Clark,9
Chris Mihm,3
Chris Mihm,4
Vince Carter,16
Lamond Murray,5
Alvin Williams,6
Lamond Murray,7
Antonio Davis,4
Antonio Davis,5
Andre Miller,2
Dell Curry,2
Matt Harpring,6
Vince Carter,18
Chris Mihm,6
Vince Carter,21
Chris Mihm,8
Antonio Davis,7
Antonio Davis,8
Wesley Person,9
Clar. Weatherspoon,8
Alvin Williams,8
Charles Oakley,4
Morris Peterson,4
Clar. Weatherspoon,10
Wesley Person,11
Wesley Person,14
Andre Miller,4
Antonio Davis,10
Antonio Davis,11
Vince Carter,24
Clar. Weatherspoon,12
Matt Harpring,7
Matt Harpring,8
Antonio Davis,13
Antonio Davis,14
Antonio Davis,15
Clar. Weatherspoon,13
Clar. Weatherspoon,14
Morris Peterson,5
Keon Clark,11
Keon Clark,13
Antonio Davis,17
Chris Gatling,6
Chris Gatling,8
Dell Curry,5
Vince Carter,26
Robert Traylor,1
Dell Curry,8
Keon Clark,14
Wesley Person,16
Antonio Davis,19
Clar. Weatherspoon,16
Keon Clark,16
Andre Miller,6
Chris Gatling,10
Vince Carter,27
Vince Carter,28
Andre Miller,8
Andre Miller,9
Clar. Weatherspoon,17
Clar. Weatherspoon,18
Vince Carter,29
Vince Carter,30
Clar. Weatherspoon,20
Vince Carter,31
Vince Carter,32
Andre Miller,11
Clar. Weatherspoon,22
Charles Oakley,5
Larry Johnson,2
Allan Houston,2
Mario Elie,1
Jason Kidd,2
Latrell Sprewell,2
Larry Johnson,4
Shawn Marion,2
Shawn Marion,3
Latrell Sprewell,3
Tony Delk,2
Larry Johnson,6
Daniel Santiago,2
Larry Johnson,8
Clifford Robinson,1
Tony Delk,3
Marcus Camby,2
Marcus Camby,4
Allan Houston,4
Glen Rice,1
Glen Rice,2
Allan Houston,5
Allan Houston,7
Allan Houston,9
Marcus Camby,6
Chris Childs,2
Rodney Rogers,2
Clifford Robinson,3
Chris Childs,4
Glen Rice,4
Shawn Marion,5
Jason Kidd,4
Rodney Rogers,4
Latrell Sprewell,5
Jason Kidd,5
Jason Kidd,7
Allan Houston,11
Tony Delk,5
Allan Houston,13
Clifford Robinson,5
Charlie Ward,2
Clifford Robinson,7
Jason Kidd,8
Larry Johnson,10
Shawn Marion,6
Clifford Robinson,9
Jason Kidd,10
Latrell Sprewell,6
Latrell Sprewell,7
Larry Johnson,12
Clifford Robinson,10
Allan Houston,15
Charlie Ward,4
Jason Kidd,12
Jason Kidd,13
Jason Kidd,14
Charlie Ward,7
Clifford Robinson,11
Latrell Sprewell,8
Shawn Marion,8
Rodney Rogers,6
Jason Kidd,15
Rodney Rogers,7
Rodney Rogers,8
Latrell Sprewell,9
Latrell Sprewell,10
Glen Rice,5
Glen Rice,6
Shawn Marion,11
Shawn Marion,14
Latrell Sprewell,12
Latrell Sprewell,14
Chris Childs,6
Latrell Sprewell,16
Glen Rice,7
Shawn Marion,17
Glen Rice,8
Marcus Camby,8
Clifford Robinson,13
Rodney Rogers,9
Rodney Rogers,10
Kurt Thomas,2
Clifford Robinson,14
Clifford Robinson,15
Kurt Thomas,4
Rodney Rogers,11
Rodney Rogers,12
Clifford Robinson,17
Shawn Marion,20
Allan Houston,17
Tony Delk,7
Charlie Ward,8
Charlie Ward,9
Clifford Robinson,19
Latrell Sprewell,17
Latrell Sprewell,18
Charlie Ward,10
Charlie Ward,11
Clifford Robinson,22
Allan Houston,18
Allan Houston,19
Jason Kidd,18
Allan Houston,20
Allan Houston,21
Rodney Rogers,14
Charlie Ward,12
Clifford Robinson,23
Latrell Sprewell,19
Nick Van Exel,2
James Posey,2
Paul Pierce,3
James Posey,4
James Posey,5
Randy Brown,2
Antoine Walker,3
Kevin Willis,2
Antoine Walker,5
Antonio McDyess,2
Nick Van Exel,3
Nick Van Exel,4
Paul Pierce,5
Antonio McDyess,4
Eric Williams,2
Kevin Willis,4
Paul Pierce,7
Vitaly Potapenko,2
James Posey,8
Eric Williams,4
Vitaly Potapenko,4
Antonio McDyess,6
Mark Strickland,1
Adrian Griffin,2
Antonio McDyess,7
Antonio McDyess,9
Antoine Walker,7
Bryant Stith,1
Bryant Stith,2
Antoine Walker,9
Mark Strickland,3
Antoine Walker,11
Paul Pierce,9
Bryant Stith,4
Kevin Willis,6
Antoine Walker,13
George McCloud,2
Nick Van Exel,5
Kevin Willis,8
Voshon Lenard,2
Paul Pierce,10
Paul Pierce,11
Antonio McDyess,11
Milt Palacio,2
James Posey,10
Voshon Lenard,3
Voshon Lenard,4
Walter McCarty,1
Antonio McDyess,13
Bryant Stith,5
Bryant Stith,6
Voshon Lenard,5
Voshon Lenard,6
James Posey,11
James Posey,12
James Posey,14
Antoine Walker,16
Antonio McDyess,15
Vitaly Potapenko,6
Antonio McDyess,16
Vitaly Potapenko,7
Vitaly Potapenko,8
Nick Van Exel,7
Bryant Stith,9
Eric Williams,6
Voshon Lenard,9
Bryant Stith,12
Eric Williams,8
Nick Van Exel,8
Nick Van Exel,9
Bryant Stith,15
Adrian Griffin,4
Kevin Willis,10
Antonio McDyess,17
Kevin Willis,12
Nick Van Exel,11
Randy Brown,4
Ryan Bowen,2
Antoine Walker,19
Randy Brown,6
Antoine Walker,21
Nick Van Exel,13
Randy Brown,8
Nick Van Exel,15
Kevin Willis,14
Randy Brown,10
Nick Van Exel,17
Paul Pierce,13
Milt Palacio,3
Milt Palacio,4
Bryant Stith,16
Bryant Stith,17
James Posey,16
Paul Pierce,14
James Posey,19
Rasheed Wallace,2
Allan Houston,2
Bonzi Wells,1
Marcus Camby,1
Allan Houston,5
Larry Johnson,2
Latrell Sprewell,2
Marcus Camby,3
Bonzi Wells,3
Marcus Camby,5
Marcus Camby,6
Allan Houston,6
Latrell Sprewell,4
Arvydas Sabonis,2
Larry Johnson,4
Bonzi Wells,4
Arvydas Sabonis,4
Marcus Camby,8
Charlie Ward,3
Shawn Kemp,2
Charlie Ward,6
Latrell Sprewell,7
Dale Davis,2
Marcus Camby,9
Marcus Camby,10
Rasheed Wallace,4
Kurt Thomas,1
Kurt Thomas,2
Steven Smith,2
Marcus Camby,12
Dale Davis,3
Dale Davis,4
Marcus Camby,14
Rasheed Wallace,6
Glen Rice,3
Steven Smith,4
Steven Smith,6
Allan Houston,8
Glen Rice,6
Rasheed Wallace,8
Rasheed Wallace,10
Allan Houston,9
Steven Smith,8
Allan Houston,10
Damon Stoudamire,3
Damon Stoudamire,4
Damon Stoudamire,5
Dale Davis,6
Latrell Sprewell,9
Marcus Camby,15
Marcus Camby,16
Rasheed Wallace,11
Stacey Augmon,2
Charlie Ward,9
Dale Davis,8
Larry Johnson,6
Bonzi Wells,6
Rasheed Wallace,13
Dale Davis,9
Dale Davis,10
Larry Johnson,8
Kurt Thomas,3
Kurt Thomas,4
Stacey Augmon,4
Charlie Ward,11
Kurt Thomas,6
Kurt Thomas,8
Charlie Ward,12
Arvydas Sabonis,5
Shawn Kemp,3
Charlie Ward,15
Glen Rice,7
Latrell Sprewell,10
Latrell Sprewell,11
Kurt Thomas,9
Kurt Thomas,10
Steven Smith,9
Steven Smith,10
Dale Davis,11
Dale Davis,12
Glen Rice,9
Shawn Kemp,5
Greg Anthony,3
Greg Anthony,6
Allan Houston,12
Latrell Sprewell,12
Greg Anthony,9
Larry Johnson,10
Larry Johnson,11
Greg Anthony,12
Steven Smith,13
Steven Smith,14
Steven Smith,15
Luc Longley,1
Luc Longley,2
Dale Davis,13
Glen Rice,10
Glen Rice,11
Charlie Ward,16
Charlie Ward,17
Kevin Garnett,2
Voshon Lenard,3
James Posey,3
Kevin Garnett,4
Kevin Garnett,5
Kevin Garnett,6
Nick Van Exel,2
Voshon Lenard,5
Terrell Brandon,2
Reggie Slater,1
Kevin Garnett,8
Sam Mitchell,2
Terrell Brandon,4
Antonio McDyess,2
LaPhonso Ellis,2
LaPhonso Ellis,4
Chauncey Billups,2
George McCloud,1
Kevin Willis,2
Chauncey Billups,4
Raef LaFrentz,1
Sam Mitchell,4
Raef LaFrentz,3
LaPhonso Ellis,6
George McCloud,3
George McCloud,4
Chauncey Billups,6
Ryan Bowen,2
Ryan Bowen,4
George McCloud,7
Antonio McDyess,4
Wally Szczerbiak,1
Wally Szczerbiak,2
George McCloud,8
George McCloud,9
Kevin Garnett,10
Kevin Garnett,11
Kevin Garnett,12
Kevin Garnett,14
Kevin Garnett,16
Raef LaFrentz,5
Kevin Garnett,18
George McCloud,10
Kevin Willis,3
Kevin Willis,4
George McCloud,13
Kevin Garnett,20
Wally Szczerbiak,4
Antonio McDyess,6
Terrell Brandon,7
James Posey,5
Reggie Slater,3
Wally Szczerbiak,5
Wally Szczerbiak,6
James Posey,6
James Posey,7
James Posey,9
James Posey,10
Kevin Garnett,22
Voshon Lenard,7
Nick Van Exel,4
Sam Mitchell,6
Kevin Garnett,24
Antonio McDyess,8
Antonio McDyess,9
Antonio McDyess,10
LaPhonso Ellis,8
Terrell Brandon,9
Nick Van Exel,6
Kevin Garnett,26
Voshon Lenard,8
Voshon Lenard,9
Voshon Lenard,12
Wally Szczerbiak,7
Wally Szczerbiak,8
LaPhonso Ellis,10
Robert Pack,1
Kevin Willis,6
LaPhonso Ellis,12
Raef LaFrentz,6
Raef LaFrentz,7
Sam Mitchell,8
Sam Mitchell,9
Wally Szczerbiak,10
Raef LaFrentz,9
Sam Mitchell,12
Antonio McDyess,12
Wally Szczerbiak,11
Chauncey Billups,7
Wally Szczerbiak,12
Sam Mitchell,14
LaPhonso Ellis,14
George McCloud,16
Antonio McDyess,14
Kevin Garnett,27
Kevin Garnett,28
Voshon Lenard,13
Antonio McDyess,15
Sam Mitchell,16
Antonio McDyess,16
Terrell Brandon,10
Terrell Brandon,11
Antonio McDyess,17
Reggie Slater,5
Robert Pack,3
Reggie Slater,6
Reggie Slater,7
Robert Pack,6
James Posey,11
Terrell Brandon,12
Terrell Brandon,13
Terrell Brandon,14
Terrell Brandon,15
George McCloud,17
George McCloud,18
Kevin Garnett,30
Antonio McDyess,2
Scott Williams,2
Raef LaFrentz,1
Ray Allen,1
Ray Allen,2
James Posey,1
James Posey,2
James Posey,5
Ray Allen,4
Antonio McDyess,4
Ray Allen,6
Nick Van Exel,1
Sam Cassell,2
Sam Cassell,4
Antonio McDyess,6
Scott Williams,4
Ray Allen,8
Voshon Lenard,2
Ray Allen,10
Antonio McDyess,8
Sam Cassell,6
Ray Allen,12
Tim Thomas,2
Antonio McDyess,10
Ryan Bowen,1
Ryan Bowen,2
Ray Allen,15
Antonio McDyess,11
Tim Thomas,4
George McCloud,2
Lindsey Hunter,3
Kevin Willis,2
Glenn Robinson,3
Glenn Robinson,5
Kevin Willis,4
Glenn Robinson,7
Robert Pack,1
Kevin Willis,6
Lindsey Hunter,5
Ryan Bowen,4
Tim Thomas,6
Kevin Willis,7
Tim Thomas,9
Robert Pack,3
Robert Pack,5
Kevin Willis,9
Glenn Robinson,9
Robert Pack,7
Ervin Johnson,2
Glenn Robinson,12
Sam Cassell,8
Antonio McDyess,13
Glenn Robinson,14
Nick Van Exel,3
Sam Cassell,9
Raef LaFrentz,3
Nick Van Exel,5
Raef LaFrentz,5
Glenn Robinson,16
Ray Allen,17
Nick Van Exel,8
Nick Van Exel,11
Mark Pope,2
James Posey,6
James Posey,7
Glenn Robinson,18
Voshon Lenard,4
Sam Cassell,11
Nick Van Exel,13
Sam Cassell,13
Tim Thomas,11
Voshon Lenard,5
James Posey,10
Sam Cassell,15
Ray Allen,18
Ray Allen,19
Antonio McDyess,15
Nick Van Exel,15
Ray Allen,20
Ray Allen,21
Ray Allen,22
Antonio McDyess,16
Kevin Willis,11
Lindsey Hunter,8
Voshon Lenard,7
Tim Thomas,14
Voshon Lenard,10
Ray Allen,24
Ray Allen,25
Kevin Willis,12
Kevin Willis,13
Glenn Robinson,20
Voshon Lenard,12
Lindsey Hunter,11
Raef LaFrentz,7
Raef LaFrentz,8
Raef LaFrentz,9
Antonio McDyess,18
Sam Cassell,17
Nick Van Exel,16
Nick Van Exel,17
Tim Thomas,16
Antonio McDyess,20
Ervin Johnson,3
Antonio McDyess,22
Sam Cassell,19
Antonio McDyess,23
Antonio McDyess,24
Ray Allen,27
Ray Allen,28
George McCloud,4
Ray Allen,29
Ray Allen,30
Sam Cassell,21
George McCloud,6
Sam Cassell,22
Sam Cassell,23
Voshon Lenard,15
Glenn Robinson,21
Nick Van Exel,19
Glenn Robinson,22
Glenn Robinson,23
George McCloud,7
George McCloud,8
Glenn Robinson,24
Glenn Robinson,25
Antonio McDyess,26
Ray Allen,31
Ray Allen,32
Antoine Walker,2
Lamar Odom,1
Lamar Odom,2
Paul Pierce,1
Paul Pierce,2
Antoine Walker,4
Antoine Walker,6
Quentin Richardson,2
Quentin Richardson,4
Bryant Stith,3
Bryant Stith,6
Michael Olowokandi,2
Quentin Richardson,5
Quentin Richardson,6
Paul Pierce,5
Darius Miles,2
Paul Pierce,7
Antoine Walker,8
Quentin Richardson,8
Keyon Dooling,2
Paul Pierce,9
Lamar Odom,4
Chris Carr,2
Eric Piatkowski,2
Eric Piatkowski,3
Eric Piatkowski,4
Quentin Richardson,10
Vitaly Potapenko,1
Vitaly Potapenko,3
Bryant Stith,8
Eric Piatkowski,6
Corey Maggette,2
Bryant Stith,10
Bryant Stith,11
Eric Williams,1
Eric Williams,2
Eric Williams,3
Eric Williams,4
Jeff McInnis,3
Antoine Walker,10
Randy Brown,2
Sean Rooks,2
Antoine Walker,11
Antoine Walker,12
Paul Pierce,11
Sean Rooks,3
Paul Pierce,12
Paul Pierce,13
Eric Piatkowski,7
Eric Piatkowski,8
Doug Overton,2
Jeff McInnis,4
Paul Pierce,16
Quentin Richardson,11
Bryant Stith,13
Jeff McInnis,5
Quentin Richardson,13
Tony Battie,2
Darius Miles,4
Bryant Stith,14
Bryant Stith,15
Bryant Stith,16
Randy Brown,4
Darius Miles,6
Jeff McInnis,7
Randy Brown,6
Paul Pierce,18
Michael Olowokandi,4
Tony Battie,4
Darius Miles,7
Antoine Walker,13
Antoine Walker,14
Corey Maggette,4
Corey Maggette,5
Jeff McInnis,9
Sean Rooks,5
Vitaly Potapenko,5
Lamar Odom,6
Randy Brown,8
Paul Pierce,20
Lamar Odom,7
Lamar Odom,8
Lamar Odom,10
Lamar Odom,13
Randy Brown,10
Lamar Odom,15
Keyon Dooling,4
Doug Overton,4
Lamar Odom,17
Tony Battie,6
Sean Rooks,6
Corey Maggette,6
Antoine Walker,16
Corey Maggette,7
Darius Miles,9
Paul Pierce,23
Corey Maggette,8
Corey Maggette,9
Antoine Walker,17
Lamar Odom,18
Lamar Odom,19
Bryant Stith,18
Jeff McInnis,11
Doug Overton,5
Doug Overton,6
Corey Maggette,10
Corey Maggette,11
Eric Williams,5
Paul Pierce,24
Paul Pierce,25
Doug Overton,8
Corey Maggette,13
Rasheed Wallace,2
Bonzi Wells,2
Clar. Weatherspoon,2
Lamond Murray,2
Rasheed Wallace,4
Damon Stoudamire,3
Damon Stoudamire,4
Lamond Murray,4
Robert Traylor,2
Bonzi Wells,4
Lamond Murray,6
Arvydas Sabonis,1
Arvydas Sabonis,2
Robert Traylor,3
Robert Traylor,4
Arvydas Sabonis,4
Arvydas Sabonis,6
Andre Miller,2
Chris Gatling,2
Rasheed Wallace,6
Chris Gatling,3
Chris Gatling,4
Rasheed Wallace,8
Jim Jackson,2
Steven Smith,2
Damon Stoudamire,7
Clar. Weatherspoon,4
Steven Smith,4
Lamond Murray,8
Dale Davis,1
Bonzi Wells,6
Bonzi Wells,7
Shawn Kemp,1
Bonzi Wells,8
Bonzi Wells,9
Clar. Weatherspoon,6
Shawn Kemp,3
Cedric Henderson,2
Greg Anthony,3
Clar. Weatherspoon,8
Bonzi Wells,11
Chris Gatling,6
Chris Gatling,8
Chris Gatling,10
Steven Smith,5
Steven Smith,6
Lamond Murray,10
Rasheed Wallace,10
Clar. Weatherspoon,10
Clar. Weatherspoon,11
Rasheed Wallace,12
Andre Miller,3
Andre Miller,4
Damon Stoudamire,10
Jim Jackson,5
Steven Smith,7
Steven Smith,8
Clar. Weatherspoon,13
Rasheed Wallace,14
Clar. Weatherspoon,14
Clar. Weatherspoon,15
Damon Stoudamire,13
Clar. Weatherspoon,17
Rasheed Wallace,16
Bonzi Wells,12
Andre Miller,6
Andre Miller,7
Andre Miller,8
Andre Miller,10
Arvydas Sabonis,8
Arvydas Sabonis,10
Andre Miller,12
Bonzi Wells,14
Rasheed Wallace,18
Jim Jackson,6
Jim Jackson,7
Lamond Murray,13
Arvydas Sabonis,12
Andre Miller,13
Andre Miller,14
Arvydas Sabonis,14
Stacey Augmon,2
Arvydas Sabonis,16
Bonzi Wells,16
Cedric Henderson,4
Steven Smith,10
Chris Gatling,12
Bonzi Wells,17
Bonzi Wells,18
Steven Smith,11
Steven Smith,12
Cedric Henderson,6
Steven Smith,14
Steven Smith,16
Steven Smith,19
Jim Jackson,8
Jim Jackson,10
Bonzi Wells,20
Jim Jackson,12
Greg Anthony,6
Shawn Kemp,5
Shawn Kemp,6
Robert Traylor,6
Bonzi Wells,22
Anthony Johnson,1
Etdrick Bohannon,1
Etdrick Bohannon,2
Antonio McDyess,2
Nick Van Exel,2
Raef LaFrentz,2
Tracy McGrady,2
Antonio McDyess,4
Raef LaFrentz,4
Bo Outlaw,2
James Posey,2
Bo Outlaw,4
Tracy McGrady,4
Tracy McGrady,6
Tracy McGrady,8
Antonio McDyess,5
Antonio McDyess,6
Antonio McDyess,8
Antonio McDyess,10
Michael Doleac,2
Nick Van Exel,4
Ryan Bowen,2
Bo Outlaw,5
Darrell Armstrong,2
Michael Doleac,4
Ryan Bowen,4
Andrew DeClercq,2
Pat Garrity,2
Nick Van Exel,6
Troy Hudson,1
George McCloud,2
Keon Clark,2
Tracy McGrady,10
Robert Pack,2
Pat Garrity,5
Antonio McDyess,12
Pat Garrity,7
Antonio McDyess,14
Troy Hudson,3
Tracy McGrady,11
Tracy McGrady,12
Voshon Lenard,2
Mike Miller,3
Mike Miller,4
Mike Miller,5
Nick Van Exel,8
Mike Miller,8
Nick Van Exel,10
Mike Miller,9
Nick Van Exel,12
Antonio McDyess,16
Keon Clark,4
Antonio McDyess,18
Antonio McDyess,19
George McCloud,3
George McCloud,4
Tracy McGrady,14
George McCloud,6
John Amaechi,2
Raef LaFrentz,7
Darrell Armstrong,5
James Posey,4
Tracy McGrady,16
Tracy McGrady,18
Nick Van Exel,13
Antonio McDyess,20
Antonio McDyess,21
Antonio McDyess,23
Tracy McGrady,20
Tracy McGrady,22
Tracy McGrady,23
Tracy McGrady,24
James Posey,7
Keon Clark,6
Michael Doleac,6
Nick Van Exel,15
Darrell Armstrong,8
Bo Outlaw,6
Tracy McGrady,26
George McCloud,7
Mike Miller,11
Nick Van Exel,17
Michael Doleac,7
Michael Doleac,8
Antonio McDyess,25
Bo Outlaw,7
Mike Miller,13
Nick Van Exel,18
Nick Van Exel,19
Mike Miller,16
Tracy McGrady,28
Antonio McDyess,26
Ryan Bowen,5
Ryan Bowen,6
Raef LaFrentz,8
Raef LaFrentz,9
Mike Miller,19
Antonio McDyess,28
Voshon Lenard,3
Tracy McGrady,30
Tracy McGrady,32
Voshon Lenard,4
Voshon Lenard,5
Darrell Armstrong,9
Darrell Armstrong,10
Darrell Armstrong,11
Darrell Armstrong,14
Tracy McGrady,33
Tracy McGrady,34
Voshon Lenard,6
Tracy McGrady,36
George McCloud,8
Monty Williams,1
Monty Williams,2
Darrell Armstrong,15
George McCloud,9
George McCloud,10
Darrell Armstrong,16
Darrell Armstrong,17
Paul Pierce,2
Antoine Walker,2
Paul Pierce,5
Allen Iverson,2
Allen Iverson,3
Mark Blount,2
George Lynch,2
Dikembe Mutombo,2
Allen Iverson,5
Allen Iverson,7
Tyrone Hill,2
Dikembe Mutombo,4
Antoine Walker,5
Bryant Stith,2
Eric Snow,2
Paul Pierce,7
Allen Iverson,8
Allen Iverson,9
Eric Snow,4
George Lynch,4
Milt Palacio,2
Milt Palacio,3
Milt Palacio,5
Dikembe Mutombo,6
Dikembe Mutombo,7
Allen Iverson,11
Vitaly Potapenko,2
Dikembe Mutombo,8
Aaron McKie,1
Aaron McKie,2
Vitaly Potapenko,4
Bryant Stith,4
Vitaly Potapenko,6
Bryant Stith,7
Tyrone Hill,3
Tyrone Hill,4
Antoine Walker,6
Antoine Walker,7
Antoine Walker,9
Dikembe Mutombo,10
Paul Pierce,9
Antoine Walker,11
George Lynch,6
Rodney Buford,2
Aaron McKie,4
Rodney Buford,4
Antoine Walker,13
Bryant Stith,10
George Lynch,8
George Lynch,9
Milt Palacio,7
Milt Palacio,8
Milt Palacio,9
Eric Snow,6
Eric Williams,1
Eric Williams,2
Eric Snow,8
George Lynch,11
George Lynch,13
Tyrone Hill,6
Antoine Walker,14
Antoine Walker,15
Dikembe Mutombo,11
Dikembe Mutombo,12
Aaron McKie,6
Antoine Walker,17
Antoine Walker,18
Tyrone Hill,8
Paul Pierce,12
Tyrone Hill,10
Tyrone Hill,11
Aaron McKie,8
Vitaly Potapenko,8
Aaron McKie,9
Dikembe Mutombo,13
Dikembe Mutombo,14
Tyrone Hill,12
Eric Williams,3
Eric Williams,4
Paul Pierce,14
Bryant Stith,11
Rodney Buford,6
Milt Palacio,11
Milt Palacio,12
Antoine Walker,20
Eric Snow,10
Milt Palacio,13
Milt Palacio,14
Paul Pierce,17
Eric Snow,11
George Lynch,15
Paul Pierce,19
Eric Snow,13
Antoine Walker,21
Dikembe Mutombo,16
Paul Pierce,22
Mark Blount,3
Mark Blount,4
Dikembe Mutombo,17
Dikembe Mutombo,18
Kevin Ollie,2
Eric Snow,15
George Lynch,17
Bryant Stith,13
George Lynch,18
Paul Pierce,23
Paul Pierce,24
Eric Snow,16
Eric Snow,17
Eric Snow,18
Eric Snow,19
Bryant Stith,16
Kevin Ollie,3
Kevin Ollie,4
George Lynch,2
Allen Iverson,1
Allen Iverson,2
Allen Iverson,5
Allen Iverson,6
Allen Iverson,7
Nazr Mohammed,2
Lamar Odom,3
Tyrone Hill,1
Tyrone Hill,2
Michael Olowokandi,2
Eric Piatkowski,2
Tyrone Hill,4
Allen Iverson,9
Nazr Mohammed,3
Eric Piatkowski,5
Allen Iverson,11
Nazr Mohammed,5
Allen Iverson,13
Darius Miles,2
Tyrone Hill,5
Tyrone Hill,6
Allen Iverson,15
Allen Iverson,17
Allen Iverson,18
Keyon Dooling,1
Keyon Dooling,2
Toni Kukoc,2
Allen Iverson,20
Sean Rooks,1
Sean Rooks,2
Sean Rooks,4
Toni Kukoc,3
Darius Miles,4
Toni Kukoc,5
Darius Miles,5
Aaron McKie,2
Corey Maggette,1
Nazr Mohammed,7
Nazr Mohammed,8
Corey Maggette,3
Corey Maggette,4
Allen Iverson,22
Darius Miles,7
Jeff McInnis,3
Tyrone Hill,8
Eric Piatkowski,8
Darius Miles,9
Allen Iverson,24
Michael Olowokandi,4
Eric Piatkowski,9
George Lynch,4
Eric Piatkowski,12
Tyrone Hill,10
Jeff McInnis,5
Eric Snow,2
Corey Maggette,5
Corey Maggette,6
Jeff McInnis,7
Allen Iverson,26
Eric Piatkowski,14
Nazr Mohammed,10
Cherokee Parks,1
Lamar Odom,5
Tyrone Hill,12
Jeff McInnis,9
Allen Iverson,28
Lamar Odom,6
Eric Piatkowski,16
Allen Iverson,30
Tyrone Hill,13
Tyrone Hill,14
George Lynch,6
Lamar Odom,8
Eric Piatkowski,19
Toni Kukoc,6
Toni Kukoc,7
Aaron McKie,3
Aaron McKie,4
Sean Rooks,6
Tyrone Hill,15
Darius Miles,10
Darius Miles,11
Allen Iverson,33
Corey Maggette,8
Todd MacCulloch,2
Allen Iverson,35
Allen Iverson,37
Keyon Dooling,4
Todd MacCulloch,4
Todd MacCulloch,6
Corey Maggette,9
Corey Maggette,10
Allen Iverson,38
Allen Iverson,39
Quentin Richardson,2
Lamar Odom,10
Toni Kukoc,9
Quentin Richardson,5
Lamar Odom,12
Allen Iverson,41
Darius Miles,12
Aaron McKie,7
Jeff McInnis,11
Tyrone Hill,17
Darius Miles,14
Allen Iverson,42
Tyrone Hill,18
Aaron McKie,9
Darius Miles,16
Darius Miles,17
Todd MacCulloch,8
Michael Olowokandi,6
Aaron McKie,11
Corey Maggette,12
Jumaine Jones,2
Vince Carter,2
Evan Eschmeyer,2
Lucious Harris,2
Johnny Newman,2
Keith Van Horn,2
Alvin Williams,2
Antonio Davis,1
Antonio Davis,3
Aaron Williams,2
Vince Carter,4
Johnny Newman,4
Charles Oakley,2
Johnny Newman,6
Antonio Davis,5
Aaron Williams,4
Antonio Davis,7
Keith Van Horn,3
Tracy Murray,2
Keith Van Horn,4
Keith Van Horn,5
Tracy Murray,5
Keith Van Horn,7
Tracy Murray,8
Keith Van Horn,10
Tracy Murray,10
Keith Van Horn,11
Keith Van Horn,12
Tracy Murray,12
Keith Van Horn,13
Keith Van Horn,14
Doug Overton,2
Keith Van Horn,16
Keith Van Horn,18
Johnny Newman,8
Alvin Williams,4
Aaron Williams,6
Tracy Murray,14
Eddie Gill,2
Alvin Williams,7
Alvin Williams,9
Chris Childs,2
Aaron Williams,8
Jerome Williams,2
Jerome Williams,3
